"File","RGroup","Space Value"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.cool.grass","0.319046659946593"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.warm.grass","0.379423927595647"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","shrub","0.0373433204392571"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","succulents","0.0279427531601294"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","sagebrush","0.0645012324540047"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.cool.forb","0.0191609869660731"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.warm.forb","0.0127739913107154"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.cool.forb","0.102191930485723"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.warm.forb","0.0255479826214308"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.cool.grass","0.319834388930252"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.warm.grass","0.399817801934469"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","shrub","0.0290255546043021"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","succulents","0.0271461306930299"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","sagebrush","0.0396671913217415"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.cool.forb","0.0193575549901908"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.warm.forb","0.0129050366601272"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.cool.forb","0.103240293281018"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.warm.forb","0.0258100733202544"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.cool.grass","0.298177435851403"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.warm.grass","0.448266581365237"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","shrub","0.0178502360947837"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","succulents","0.0347255971152441"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","sagebrush","0.0453473132977067"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","a.cool.forb","0.019092184424081"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","a.warm.forb","0.0127281229493873"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","p.cool.forb","0.101824983595098"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","p.warm.forb","0.0254562458987746"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","p.cool.grass","0.291926529686198"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","p.warm.grass","0.451576840494511"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","shrub","0.020406290983968"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","succulents","0.0316414886702754"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","sagebrush","0.0714556862168425"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","a.cool.forb","0.019338527957863"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","a.warm.forb","0.0128923519719087"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","p.cool.forb","0.10313881577527"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","p.warm.forb","0.0257847039438174"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","p.cool.grass","0.318370390646439"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","p.warm.grass","0.380787194971514"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","shrub","0.0321550587975791"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.GISS-E2-R.in","succulents","0.0360772697187664"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","sagebrush","0.106269860116094"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","a.cool.forb","0.0164241384529615"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","a.warm.forb","0.0109494256353077"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","p.cool.forb","0.0875954050824613"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","p.warm.forb","0.0218988512706153"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","p.cool.grass","0.280659298412417"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","p.warm.grass","0.39797352358581"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","shrub","0.0478214370522423"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-CC.in","succulents","0.030408060392091"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","sagebrush","0.0986827158004669"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","a.cool.forb","0.018958456668069"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","a.warm.forb","0.012638971112046"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","p.cool.forb","0.101111768896368"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","p.warm.forb","0.025277942224092"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","p.cool.grass","0.303201081257863"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","p.warm.grass","0.356439060478282"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","shrub","0.0444072221102101"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d50yrs.RCP85.HadGEM2-ES.in","succulents","0.0392827814526036"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","sagebrush","0.0553174239401002"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","a.cool.forb","0.0184713734949691"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","a.warm.forb","0.012314248996646"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","p.cool.forb","0.0985139919731683"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","p.warm.forb","0.0246284979932921"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","p.cool.grass","0.241520526569128"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","p.warm.grass","0.478933529691055"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","shrub","0.0248928407730451"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.CSIRO-Mk3-6-0.in","succulents","0.0454075665685963"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","sagebrush","0.0825212797903828"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","a.cool.forb","0.0182354149899846"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","a.warm.forb","0.0121569433266564"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","p.cool.forb","0.0972555466132512"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","p.warm.forb","0.0243138866533128"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","p.cool.grass","0.314522098092737"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","p.warm.grass","0.387266318438341"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","shrub","0.0371345759056722"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-g2.in","succulents","0.0265939361896622"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","sagebrush","0.0636634558938012"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","a.cool.forb","0.0178352305446008"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","a.warm.forb","0.0118901536964005"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","p.cool.forb","0.0951212295712043"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","p.warm.forb","0.0237803073928011"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","p.cool.grass","0.310640765654459"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","p.warm.grass","0.421750827509845"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","shrub","0.0286485551522105"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.FGOALS-s2.in","succulents","0.0266694745846776"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","sagebrush","0.075618785928975"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","a.cool.forb","0.0191152169485662"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","a.warm.forb","0.0127434779657108"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","p.cool.forb","0.101947823725687"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","p.warm.forb","0.0254869559314217"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","p.cool.grass","0.330172685034184"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","p.warm.grass","0.372783145429973"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","shrub","0.0340284536680387"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP45.GISS-E2-R.in","succulents","0.0281034553674437"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","sagebrush","0.0248447536898118"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","a.cool.forb","0.0187764858119335"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","a.warm.forb","0.0125176572079557"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","p.cool.forb","0.100141257663645"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","p.warm.forb","0.0250353144159113"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","p.cool.grass","0.24937882858084"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","p.warm.grass","0.5367402086536"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","shrub","0.0111801391604153"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.FGOALS-s2.in","succulents","0.0213853548158875"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","sagebrush","0.0851099146447372"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","a.cool.forb","0.0191738588943113"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","a.warm.forb","0.0127825725962075"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","p.cool.forb","0.10226058076966"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","p.warm.forb","0.025565145192415"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","p.cool.grass","0.310327071335679"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","p.warm.grass","0.379783047376953"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","shrub","0.0382994615901317"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.GISS-E2-R.in","succulents","0.0266983475999055"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","sagebrush","0.0995040123095713"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","a.cool.forb","0.017097106301505"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","a.warm.forb","0.01139807086767"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","p.cool.forb","0.0911845669413601"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","p.warm.forb","0.02279614173534"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","a.cool.grass","0"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","p.cool.grass","0.189614176940941"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","p.warm.grass","0.490385186030958"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","shrub","0.0447768055393071"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-CC.in","succulents","0.0332439333333475"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","sagebrush","0.15315269994899"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","a.cool.forb","0.0153640455095609"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","a.warm.forb","0.0102426970063739"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","p.cool.forb","0.0819415760509914"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","p.warm.forb","0.0204853940127479"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","a.cool.grass","0.0646233203018967"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","p.cool.grass","0.235532626355807"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","p.warm.grass","0.329921463723308"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","shrub","0.0689187149770453"
"rgroup.freq.50.graz.1.24.specific.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","succulents","0.0198174621132792"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","sagebrush","0.1069061247793"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","a.cool.forb","0.0192302798798613"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","a.warm.forb","0.0128201865865742"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","p.cool.forb","0.102561492692594"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","p.warm.forb","0.0256403731731485"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","a.cool.grass","0"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","p.cool.grass","0.357656210118531"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","p.warm.grass","0.30824117376535"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","shrub","0.02749014637182"
"rgroup.freq.75.graz.1.24.fixed2.Current.in","succulents","0.0394540126328217"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","sagebrush","0.0889476963182173"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","a.cool.forb","0.0202205618746838"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","a.warm.forb","0.0134803745831226"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","p.cool.forb","0.10784299666498"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","p.warm.forb","0.0269607491662451"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","a.cool.grass","0"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","p.cool.grass","0.312068717248294"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","p.warm.grass","0.365729590391203"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","shrub","0.0228722647675416"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.CSIRO-Mk3-6-0.in","succulents","0.0418770489857126"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","sagebrush","0.0957158339541564"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","a.cool.forb","0.0183909818792029"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","a.warm.forb","0.0122606545861353"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.cool.forb","0.0980852366890821"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.warm.forb","0.0245213091722705"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","a.cool.grass","0"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.cool.grass","0.319046659946593"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","p.warm.grass","0.379423927595647"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","shrub","0.0246126430167831"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-g2.in","succulents","0.0279427531601294"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","sagebrush","0.0743963078872895"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.cool.forb","0.0191609869660731"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.warm.forb","0.0127739913107154"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.cool.forb","0.102191930485723"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.warm.forb","0.0255479826214308"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","a.cool.grass","0"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.cool.grass","0.319834388930252"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","p.warm.grass","0.399817801934469"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","shrub","0.0191304791710173"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.FGOALS-s2.in","succulents","0.0271461306930299"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","sagebrush","0.0457524990813269"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.cool.forb","0.0193575549901908"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.warm.forb","0.0129050366601272"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.cool.forb","0.103240293281018"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.warm.forb","0.0258100733202544"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","a.cool.grass","0"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.cool.grass","0.298177435851403"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","p.warm.grass","0.448266581365237"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","shrub","0.0117649283351983"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP45.GISS-E2-R.in","succulents","0.0347255971152441"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","sagebrush","0.0523040034058776"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","a.cool.forb","0.019092184424081"
"rgroup.freq.75.graz.1.24.fixed2.hybrid-delta-3mod.d50yrs.RCP85.FGOALS-s2.in","a.warm.forb","0.0127281229493873"
