"RGroup","File","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"sagebrush    ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.02","0.12","0.093525377","0.145130316","0.0137037040000001","-0.00429355300000001","0.00528120700000001","0.02037037","0.086282579","0.132318244","0.07","0.02"
"a.cool.forb  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.05","0.05","0.070096022","0.105624143","0.088888889","-0.019753086","0.034567901","0.018518519","0.024348422","0.037928669","0","0"
"a.warm.forb  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0","0.05","0.11138546","0.108367627","0.074074074","0.00987654300000007","0.00987654300000007","0.074074074","0.108367627","0.11138546","0.05","0"
"p.cool.forb  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.05","0.05","0.070096022","0.105624143","0.088888889","-0.019753086","0.034567901","0.018518519","0.024348422","0.037928669","0","0"
"p.warm.forb  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0","0.05","0.11138546","0.108367627","0.074074074","0.00877915000000007","0.00109739399999997","0.014814815","0.124828532","0.154595336","0.15","0.05"
"a.cool.grass ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.05","0","0.234293553","0.144032922","-0.02962963","-0.037860082","0.027983539","0","0","-0.041289438","0","0"
"p.cool.grass  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.05","0.05","0.070096022","0.105624143","0.088888889","-0.019753086","0.034567901","0.018518519","0.024348422","0.037928669","0","0"
"p.warm.grass  ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0","0.1","0.071056241","0.105624143","0.074074074","0.00877915000000007","0.00109739399999997","0.014814815","0.124828532","0.154595336","0.15","0.05"
"shrub         ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0.08","0.12","0.093525377","0.145130316","0.0137037040000001","-0.00429355300000001","0.00528120700000001","0.02037037","0.086282579","0.132318244","0.07","0.08"
"succulents    ","sxwprod_v2.hybrid-delta-3mod.d90yrs.RCP85.HadGEM2-ES.in","0","0.1","0.071056241","0.105624143","0.081481481","-0.00685871100000002","0.00685871099999996","-0.051851852","0.138545953","0.153635117","0.1","0.1"
